Job No,Job Name,Chargeable,Billing Basis,Job Group,First Booked,Last Booked,Total Hours,Last Fully Billed Date,Override Billing Basis
25121208,APA Half Year Results Feb 2026 [PRD],Chargeable,Project,Production,2026-02-18,2026-02-19,27.5,,
25121209,Downer HYR Employee Briefing 26.2.2026 [PRD],Chargeable,Project,Production,2026-02-23,2026-02-25,31.75,,
25121501,PwC Studio Event 10.12.2025 [PRD],Chargeable,Project,Production,2025-12-10,2025-12-10,17.5,,
25121601,Ventia 2025 Full Year Results Briefing [PRD],Chargeable,Project,Production,2026-01-22,2026-02-19,10.25,,
25121602,TLC Half Year Results Briefing 18.02.2026 [PRD],Chargeable,Project,Production,2026-02-05,2026-02-18,15.0,,
25121603,Ventia Town Hall 19.2.2026 [PRD],Chargeable,Project,Production,2026-02-04,2026-02-19,45.75,,
26011301,ON24 - Ciena 17-18.3.26 [PRD],Chargeable,Project,Production,2026-03-11,2026-03-18,56.75,,
26011401,Symal Half Year Results Presentation 23.02.2026 [PRD],Chargeable,Project,Production,2026-02-20,2026-02-23,13.5,,
26011402,Ventia Leader Welcome 4.3.26 [PRD],Chargeable,Project,Production,2026-03-02,2026-03-05,50.75,,
26011403,ASX CEO Connect March (Extended Results) 3.3.26 [PRD],Chargeable,Project,Production,2026-03-02,2026-03-03,18.25,,
26011405,ASX CEO Connect 15.4.26 [PRD],Chargeable,Project,Production,2026-04-20,2026-04-21,16.0,,
26011406,ASX CEO Connect 2.6.26 [PRD],Chargeable,Project,Production,2026-06-02,2026-06-02,12.5,,
26011409,ASX Investor Days Sydney & Melbourne 2026 [PRD],Chargeable,Project,Production,2026-04-24,2026-06-04,32.0,,
26011410,AGL HY Results and Employee Briefing 11.02.2026 [PRD],Chargeable,Project,Production,2026-01-15,2026-02-11,57.25,,
26011501,ASX Refinitiv Charity Golf Classic H/L Vid 2026 [VID],Non-chargeable,Non-chargeable,Video,2026-01-12,2026-02-27,46.25,,
26011503,ASX Investor Day On Demand Videos (May 2026) [VID],Chargeable,Project,Video,2026-04-16,2026-06-12,91.17,,
26012001,PWC CFO Connect 25.2.26 [PRD],Chargeable,Project,Production,2026-02-24,2026-02-25,13.75,,
26012002,PWC Studio GB Session 22.01.2026 [PRD],Chargeable,Project,Production,2026-01-22,2026-01-22,5.75,,
26012003,PwC Firmwide Webcast 24.2.26 [PRD],Chargeable,Project,Production,2026-02-24,2026-02-24,16.0,,
26012204,ASX Markets Videos February 2026 [VID],Chargeable,Project,Video,2026-02-13,2026-04-09,25.25,,
26012301,PWC IT Support - Brisbane [ONS],Chargeable,Project,Support,2026-02-16,2026-08-21,832.0,,
26021001,ASX FY26 Town Hall 12.2.2026 [PRD],Chargeable,Project,Production,2026-02-10,2026-02-11,10.25,,
26021602,Gen E ABS AV Support (Canberra) [ONS],Chargeable,Project,Support,2026-03-24,2026-07-10,565.54,,
26021603,Sydney ClinPrep Medical Conference 21.3.26 [PRD],Chargeable,Project,Production,2026-03-20,2026-03-23,17.0,,
26021902,CBA Live Event Support March 2026 [PRD],Chargeable,Project,Production,2026-03-10,2026-03-30,96.5,,
26022301,Aware Super AV Maintenance [ONS],Chargeable,Project,Support,2026-06-22,2026-08-20,63.08,,
26022401,Garvan - NECTA Conference 27.3.26 [PRD],Chargeable,Project,Production,2026-03-26,2026-03-27,12.0,,
26022402,Garvan - Women in Science Conference 13.3.26 [PRD],Chargeable,Project,Production,2026-03-13,2026-03-13,7.0,,
26022501,"ON24 - KWM 11,17,19th of March 2026 [PRD]",Chargeable,Project,Production,2026-03-09,2026-03-19,30.25,,
26031001,Ventia CEO Townhall 23.4.26 [PRD],Chargeable,Project,Production,2026-04-15,2026-04-23,43.25,,
26031002,Ventia - Finance Conference - 29.4.26 [PRD],Chargeable,Project,Production,2026-04-14,2026-04-30,66.25,,
26031301,MUFG EDV Investor Day 27.05.2026 [PRD],Chargeable,Project,Production,2026-05-22,2026-05-27,32.75,,
26031701,Automic Group - BFG AGM - 7.5.26 [PRD],Chargeable,Project,Production,2026-04-16,2026-05-07,27.5,,
26031901,PWC Studio Webcast 30.3.26 [PRD],Chargeable,Project,Production,2026-03-30,2026-03-30,9.0,,
26032002,Garvan - April Morning Tea - 10.4.26 [PRD],Chargeable,Project,Production,2026-04-09,2026-04-10,9.0,,
26032003,ON24 Mallesons Brand Launch Webcast 31.3.26 [PRD],Chargeable,Project,Production,2026-03-31,2026-03-31,5.0,,
26032301,RSNSW - OGM - 1.7.2026 [PRD],Chargeable,Project,Production,2026-07-01,2026-07-01,14.0,,
26032401,Vega Global - Studio Support - 25.3.26 [PRD],Chargeable,Project,Production,2026-03-25,2026-03-25,6.5,,
26032501,ChorusCall - Regal Partners AGM - 28.5.26 [PRD],Chargeable,Project,Production,2026-05-27,2026-05-28,18.0,,
26032602,Ventia Supply Partner Conference 25.3.26 [PRD],Chargeable,Project,Production,2026-03-23,2026-03-26,54.75,,
26032701,MUFG - A1N AGM - 7.5.26 [PRD],Chargeable,Project,Production,2026-05-01,2026-05-07,29.75,,
26032702,Ventia Transport Australia and Ventia Networking 6.5.26 [PRD],Chargeable,Project,Production,2026-04-28,2026-04-28,2.5,,
26032703,Vega Global - Studio Support - 27.3.26 [PRD],Chargeable,Project,Production,2026-03-27,2026-03-27,8.0,,
26032704,CBA LES - April 2026 [PRD],Chargeable,Project,Production,2026-04-13,2026-04-22,43.0,,
26033001,BibbyWorks - Dry Mic Hire - 10.4.26 [PRD],Chargeable,Project,Production,2026-04-10,2026-04-10,0.5,,
26033002,Vega Global - Studio Support - 30.3.26 [PRD],Chargeable,Project,Production,2026-03-30,2026-03-30,4.0,,
26041001,PwC - Audio Support - 29.4.26 [PRD],Chargeable,Project,Production,2026-04-15,2026-04-29,7.0,,
26041002,Garvan CTF Event 12.5.26 [PRD],Chargeable,Project,Production,2026-05-12,2026-05-12,9.0,,
26041003,ASX-Bloomberg - Image Creation [VID],Chargeable,Project,Video,2026-04-10,2026-04-10,0.5,,
26041004,TLC - Investor Day - 3.6.26 [PRD],Chargeable,Project,Production,2026-06-02,2026-06-05,22.25,,
26041402,Vega Global - Tech Support 23-24.4.26 [PRD],Chargeable,Project,Production,2026-04-22,2026-04-22,8.25,,
26041603,Optiver - Town Hall - 23.7.26 [PRD],Chargeable,Project,Production,2026-07-23,2026-07-23,4.0,,
26042101,ASX Investor Day Social Media May 2026 [VID],Chargeable,Project,Video,2026-04-22,2026-04-23,4.5,,
26042201,Vega Global - Event Support - 26.5.26 [PRD],Chargeable,Project,Production,2026-05-25,2026-05-29,16.0,,
26042301,SoundCredit.tv - Hilton Event - 2.6.26 [PRD],Chargeable,Project,Production,2026-06-01,2026-06-02,12.0,,
26042303,Optiver - AV Support - 30.4.26 [PRD],Chargeable,Project,Production,2026-04-30,2026-04-30,6.0,,
26042801,CBA LES May 2026 [PRD],Chargeable,Project,Production,2026-05-14,2026-05-14,7.0,,
26042902,Corrivium - AWS Summit - 12.5.26 [PRD],Chargeable,Project,Production,2026-05-12,2026-05-14,66.5,,
26043001,CBA FT Tech MEL - 12 months [ONS],Chargeable,Project,Support,2026-05-11,2026-08-21,597.75,,
26043002,CTS Town Hall [CTS],Non-chargeable,Non-chargeable,CTS,2026-05-01,2026-05-01,10.25,,
26043003,PwC Screen Replacements SYD+MEL [INT],Chargeable,Project,Integration,2026-06-25,2026-08-20,13.83,,
26051102,DTTL - CEO Roadshow - 1.6.26 [PRD],Chargeable,Project,Production,2026-05-29,2026-06-04,22.25,,
26051201,ASX CEO Farewell Highlights [VID],Non-chargeable,Non-chargeable,Video,2026-05-25,2026-06-24,23.5,,
26051301,HP-BAE | Phone Mod [INT],Chargeable,Project,Integration,2026-06-30,2026-08-19,5.17,,
26051801,PwC | Mel Studio Equipment [INT],Chargeable,Project,Integration,2026-07-02,2026-07-31,8.58,,
26051803,AVIT - Taronga ZOO AV Support - May 2026 [PRD],Chargeable,Project,Production,2026-05-18,2026-06-05,19.0,,
26052001,MeetMagic - AI Behaviour Event - 29.5.26 [PRD],Chargeable,Project,Production,2026-05-27,2026-06-01,25.75,,
26052003,DTTL Mobile Commbox Displays [INT],Chargeable,Project,Integration,2026-05-22,2026-07-01,2.67,,
26052004,CBA - Live Event Support - June 2026 [PRD],Chargeable,Project,Production,2026-06-09,2026-06-23,44.17,,
26052101,MeetMagic - Human AI Event Highlights [VID],Chargeable,Project,Video,2026-05-28,2026-06-24,36.08,,
26052102,HP-D3 | Austrac Phone Mods [INT],Chargeable,Project,Integration,2026-07-21,2026-08-20,3.67,,
26052103,Ventia - LTI FY26 Video Record [VID],Chargeable,Project,Video,2026-05-21,2026-05-22,4.75,,
26052501,AVIT - Taronga AV Event Support - 26-27.5.26 [PRD],Chargeable,Project,Production,2026-05-26,2026-05-27,8.0,,
26052601,Vega - Event Support - 22 & 23rd June [PRD],Chargeable,Project,Production,2026-06-22,2026-06-23,27.5,,
26052602,DTTL MEL Display Supply [INT],Chargeable,Project,Integration,2026-05-29,2026-05-29,1.0,,
26052701,Aware | SYD 28.06 Equipment [INT],Chargeable,Project,Integration,2026-08-03,2026-08-19,1.75,,
26052702,ASX - FYR - 13.8.26 [PRD],Chargeable,Project,Production,2026-06-18,2026-08-14,81.0,,
26052703,Microsoft Town Hall - 21.7.26 [PRD],Chargeable,Project,Production,2026-07-16,2026-07-21,40.92,,
26052704,AVIT - Pinsent Masons Technician Callout [ONS],Chargeable,Project,Support,2026-05-28,2026-06-22,8.0,,
26061002,Optiver - Fireside Event Support - 18.6.26 [PRD],Chargeable,Project,Production,2026-06-18,2026-06-18,4.0,,
26061101,Elkiem - Studio Support - 30.6.26 [PRD],Chargeable,Project,Production,2026-06-12,2026-06-30,3.5,,
26061104,MUFG - FYR26 - 12.8.26 [PRD],Chargeable,Project,Production,2026-08-05,2026-08-12,88.0,,
26061105,CBA - FYR 2026 - 12.8.26 [PRD],Chargeable,Project,Production,2026-06-18,2026-08-14,28.0,,
26061106,TLC Full Year Results MEL [PRD],Chargeable,Project,Production,2026-06-30,2026-08-19,20.25,,
26061107,Downer - FYR 2026 - 19.8.26 [PRD],Chargeable,Project,Production,2026-07-01,2026-08-20,23.5,,
26061108,APA FYR [PRD],Chargeable,Project,Production,2026-06-24,2026-08-21,74.5,,
26061109,Ventia - FYR26 - 24.8.26 [PRD],Chargeable,Project,Production,2026-07-09,2026-08-21,28.75,,
26061201,PWC - Firmwide Webcast - 30.6.26 [PRD],Chargeable,Project,Production,2026-06-29,2026-06-30,16.75,,
26061202,CBA AGM 2027 [PRD],Chargeable,Project,Production,2026-06-12,2026-06-18,28.5,,
26061701,CBA - LES - July 2026 [PRD],Chargeable,Project,Production,2026-07-06,2026-07-30,83.5,,
26061702,Garvan - Morning Tea Event - 31.7.26 [PRD],Chargeable,Project,Production,2026-07-30,2026-07-31,10.0,,
26061801,APA - Investor Briefing FYR26 - 20.8.26 [PRD],Chargeable,Project,Production,2026-08-20,2026-08-20,4.0,,
26062201,PWC - Tax & Legal Webcast 02.07.26 [PRD],Chargeable,Project,Production,2026-07-02,2026-07-02,9.0,,
26062202,PWC - Early Careers Webcast - 29.7.26 [PRD],Chargeable,Project,Production,2026-07-29,2026-07-29,8.0,,
26062403,CBA - CommBank Private Hosting 25.6.26 [PRD],Chargeable,Project,Production,2026-06-24,2026-06-24,1.5,,
26062503,Aware Super 24.16 UC Engine Replacement [INT],Chargeable,Project,Integration,2026-08-10,2026-08-20,5.33,,
26062601,Ventia - XELT Event - 29.6.26 [PRD],Chargeable,Project,Production,2026-06-26,2026-06-29,18.42,,
26062901,Aware | SYD 28.06 Services [INT],Chargeable,Project,Integration,2026-08-06,2026-08-21,9.0,,
26062902,Aware | SYD Occupancy Sensors [INT],Chargeable,Project,Integration,2026-08-05,2026-08-21,8.5,,
26063002,CEOi - CEO Connect - 11.8.26 [PRD],Chargeable,Project,Production,2026-08-05,2026-08-11,41.75,,
26071303,Ventia - Melbourne Office Event - 30.7.26 [PRD],Chargeable,Project,Production,2026-07-22,2026-07-31,5.5,,
26071304,YSG | Orange Room Upgrade [INT],Chargeable,Project,Integration,2026-07-21,2026-08-21,18.42,,
26071405,PWC - Event Technician - 29.7.26 [PRD],Chargeable,Project,Production,2026-07-29,2026-07-29,3.0,,
26071901,Elkiem - Studio Support - 11.8.26 [PRD],Chargeable,Project,Production,2026-08-11,2026-08-11,4.0,,
26072003,CBA Live Event Support August 2026 [PRD],Chargeable,Project,Production,2026-08-12,2026-08-21,30.25,,
26072101,Aware MEL 17.02 Amp Replacement [INT],Chargeable,Project,Integration,2026-07-27,2026-08-20,10.25,,
26072802,ON24 KWM Sydney Event - 18.08.2026 [PRD],Chargeable,Project,Production,2026-08-18,2026-08-18,6.25,,
26072902,PWC AI Townhall 6.8.26 [PRD],Chargeable,Project,Production,2026-08-06,2026-08-06,8.5,,
26072903,PWC - GB Webcast - 11.8.26 [PRD],Chargeable,Project,Production,2026-08-11,2026-08-11,9.0,,
26072906,ASX Advisory Group on Corporate Governance [PRD],Chargeable,Project,Production,2026-08-17,2026-08-18,7.25,,
26073110,Garvan - Weizmann Dinner Event - 20.8.26 [PRD],Chargeable,Project,Production,2026-08-17,2026-08-20,8.5,,
26073111,Downer - FYR & Employee Webcast - 25.8.26 [PRD],Chargeable,Project,Production,2026-08-21,2026-08-21,2.0,,
26081402,Dimensional - AV Support - 19.8.26 [PRD],Chargeable,Project,Production,2026-08-19,2026-08-19,4.0,,
2026021101,AusPayNet Quarterly AV Support & Maintenance 2026 [ONS],Chargeable,Project,Support,2026-04-09,2026-08-12,13.0,,
